id,latcoord,longcoord
1,512354.26N,0032015.41W
2,512353.18N,0032016.41W
3,512352.53N,0032016.21W
4,512349.74N,0032009.60W
5,512348.86N,0032007.77W
6,512348.47N,0032010.42W
7,512351.72N,0032015.67W
8,512351.21N,0032017.27W
9,512351.89N,0032017.64W
10,512353.09N,0032020.30W
11,512354.14N,0032025.81W
12,512355.25N,0032029.97W
13,512356.52N,0032028.95W
14,512357.97N,0032028.48W
15,512359.90N,0032034.57W
16,512358.62N,0032035.60W
17,512357.35N,0032036.63W
