id,latcoord,longcoord
1,513015.77N,0000259.83E
2,513015.84N,0000257.58E
3,513015.89N,0000255.31E
4,513015.95N,0000253.16E
5,513016.02N,0000251.14E
6,513016.11N,0000248.91E
7,513016.18N,0000246.67E
8,513016.26N,0000244.40E
9,513016.32N,0000242.15E
10,513016.69N,0000239.87E
12,513016.72N,0000237.06E
13,513016.85N,0000234.64E
14,513016.94N,0000232.95E
15,513018.02N,0000226.95E
21,513015.09N,0000302.15E
22,513015.02N,0000304.40E
23,513014.95N,0000306.67E
24,513014.87N,0000308.92E
